L212_03-110	Kalz a zour zo ganin .	Kalz a zour zo ganin.	# kalz a zu:r zo 'gɑ̃.nin #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-1
L212_03-112	Me ne lavarin ket kennebeut .	Me ne lavarin ket kennebeut.	# me: ne la.'vɑ.rin ket kɛ.'ne.bøt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-6
L212_03-115	nav ha tregont .	nav ha tregont.	# naw a 'treg.õnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-6
L212_03-118-2	hag an tad zo blenier karr-samm ; foulet int ha diaes eo dezhe , kaout amzer da zont d'ar skol .	hag an tad zo blenier karr-samm, foulet int ha diaes eo dezhe kaout amzer da zont d'ar skol.	# ag ɑ̃n tɑ:t zo 'ble.njɛr 'kar.sɑ̃m # 'fu.lɛd int a 'di.ɛz ɛw dɛ # kɔwd 'ɑ̃m.zɛr dɑ zõn dar sko:l #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-7
L212_03-133	O femp c'hoar .	O femp c'hoar.	# o fɛm xwɑ:r #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-6
L212_03-135	Ul loen melen all ,	Ul loen melen all.	# œl lwẽ:n 'me.lɛn al #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-1
L212_03-139	fellout a ra da'm mamm ez afen da brenañ traoù ganti .	fellout a ra da'm mamm ez afen da brenañ traoù ganti.	# 'fɛ.lud a ra dam mɑ̃m ez 'a.fen dɑ 'bre.nɑ̃ trɔw 'gɑ̃n.ti #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-6
L212_03-141	Poan he deus en he fenn .	Poan he deus en he fenn.	# pwɑ̃:n e døz en e fɛn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-7
L212_03-149	Marc'hadmatoc'h a-leizh eo ar pellgomzer-mañ , eget hennezh .	Marc'hadmatoc'h a-leizh eo ar pellgomzer-mañ eget hennezh.	# marx.ad.'ma.tɔh 'a.lɛjz ɛw ar pɛlg.'õm.zer.mɑ̃ # 'eg.et 'he.nɛs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-6
L212_03-151	An turzhunelled .	An turzhunelled.	# ɑ̃n tyr.zy.'nɛ.lɛt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-1
L212_03-160	Ur gwir genlabour eo , ha plijus eo an dra-se .	Ur gwir genlabour eo, ha plijus eo an dra-se.	# œr gwi:r gɛn.'lɑ.bur ɛw # a 'pli.ʒyz ɛw ɑ̃n 'drɑ.se #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-3
L212_03-168	Skuizh-daonet .	Skuizh-daonet.	# skɥiz.'dɑ̃w.nɛt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-1
L212_03-178	Ar mestr e-unan a oa deuet d'o gwelet .	Ar mestr e-unan a oa deuet d'o gwelet.	# ar mɛstr e.'y.nɑ̃n a wa dø:t do 'gwe.lɛt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-2
L212_03-183	Bloaz zo .	Bloaz zo.	# blwɑ:s zo #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-5
L212_03-187	nav ha daou-ugent .	nav ha daou-ugent.	# naw a dɔ.'wyg.ɛnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-4
L212_03-193	Deuet on asambles gant ma familh .	Deuet on asambles gant ma familh.	# dø:d õn a.'sɑ̃m.blɛs gɑ̃n ma 'fɑ̃.miʎ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-5
L212_03-198	C'hoarier ken barrek hag eñ , ne vez ket gwelet alies .	C'hoarier ken barrek hag eñ ne vez ket gwelet alies.	# xwa.'ri.ɛr ken 'ba.rɛg ag ẽ # ne ve:s ket 'gwe.lɛd a.'li.ɛs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_01.txt		cov-5
L212_04-018	Avaloù am eus prenet , ha debret em eus , unan anezho .	Avaloù am eus prenet ha debret em eus unan anezho.	# ɑ.'va.lu ɑ̃m øs 'pre.nɛt # a 'de.brɛd ɛm øs # 'y.nɑ̃n ɑ̃.'ne.zo #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-025	A-walc'h en deus gant e labour .	A-walc'h en deus gant e labour.	# 'a.walh en døs gɑ̃n e 'lɑ.bur #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-030	Ar seurt traoù ne vezont ket gwerzhet mat .	Ar seurt traoù ne vezont ket gwerzhet mat.	# ar sœrt trɔw ne 've.sõn ket 'gwɛr.zɛd mɑ:t #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-034	unnek ha tri-ugent .	unnek ha tri-ugent.	# 'œ.neg a tri.'yg.ɛnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-4
L212_04-045	Ac'hann e weler mat an hent .	Ac'hann e weler mat an hent.	# 'ah.ɑ̃n e 'we.lɛr mɑ:d ɑ̃n hɛnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-055	C'hoari a ra mat .	C'hoari a ra mat.	# 'xwɑ.ri a ra mɑ:t #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-074	Ronan hag a oa klañv , a chomas er gêr ivez .	Ronan, hag a oa klañv, a chomas er gêr ivez.	# 'ro.nɑ̃n ag a wa klɑ̃w # a 'ʃõ.maz er gɛr 'i.ves #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-4
L212_04-076	Sac'het eo , ar c'hozh wetur-se adarre .	Sac'het eo ar c'hozh wetur-se adarre.	# 'sah.ɛd ɛw # ar xos 'we.tyr.se a.'da.re #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-088	Istitlet e galleg .	Istitlet e galleg.	# i.'stit.lɛd e 'ga.lɛk #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-2
L212_04-091	ur plac'h vihan .	ur plac'h vihan.	# œr plax 'vih.ɑ̃n #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-7
L212_04-092	ho klin .	ho klin.	# o kli:n #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-2
L212_04-097	O lenn emaomp .	O lenn emaomp.	# o lɛn e.'ma.õmp #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-3
L212_04-108	An durzhunell .	An durzhunell.	# ɑ̃n dyr.'zy.nɛl #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-120	edo an heol o parañ .	edo an heol o parañ.	# 'e.do ɑ̃n hɛwl o 'pɑ.rɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-2
L212_04-132	Ec'hon eo an ti .	Ec'hon eo an ti.	# 'eh.õn ɛw ɑ̃n ti: #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-5
L212_04-140	A-walc'h a brenas da lenn e-pad dek vloaz .	A-walc'h a brenas da lenn e-pad dek vloaz.	# 'a.walh a 'bre.naz dɑ lɛn 'e.pɑt deg vlwas #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-3
L212_04-142	Ar c'hoari-mañ , a blij e reolennoù din .	Ar c'hoari-mañ a blij e reolennoù din.	# ar 'xwa.ri.mɑ̃ # a bliʒ e rɛw.'lɛ.nu din #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-3
L212_04-152	ma karje an dud selaou …	ma karje an dud selaou…	# ma 'karʃ.e ɑ̃n dyt 'se.lɔw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-2
L212_04-157	ma re .	ma re.	# ma re: #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-5
L212_04-162	peder c'hador .	peder c'hador.	# 'pe.dɛr 'xɑ.dor #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-7
L212_04-169	en em dennet eo .	en em dennet eo.	# en ɛm 'dɛ.nɛd ɛw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-5
L212_04-180	ur stal besked .	ur stal besked.	# œr stɑ:l 'be.skɛt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-183	unan ha tri-ugent .	unan ha tri-ugent.	# 'y.nɑ̃n a tri.'yg.ɛnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-6
L212_04-184	Pa vo degouezhet , ez aimp holl er-maez .	Pa vo degouezhet ez aimp holl er-maez.	# pa vo de.'gwe.zɛt # ez ajm ɔl 'er.mɛs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-188	ret eo kaout ur vantell c'hlav !	ret eo kaout ur vantell c'hlav.	# red ɛw kɔwd œr 'vɑ̃n.tɛl xlaw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-189	e re eo .	e re eo.	# e re: ɛw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-191	Sur on ne oa ket ho faot , hag an holl a oar se .	Sur on ne oa ket ho faot hag an holl a oar se.	# sy:r õn ne wa ket o fɔt # ag ɑ̃n ɔl a wɑ:r se #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-5
L212_04-192	Gant ar bus ez aen d'ar skol , hag abred e ranken sevel .	Gant ar bus ez aen d'ar skol hag abred e ranken sevel.	# gɑ̃n ar byz ez ẽn dar sko:l # ag 'a.bred e 'rɑ̃ŋ.kɛn 'se.vɛl #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-2
L212_04-196	Ar pep aesañ a vefe chom hep ober netra .	Ar pep aesañ a vefe chom hep ober netra.	# ar peb 'ɛ.sɑ̃ a 've.fe ʃɔm heb 'o.bɛr 'ne.trɑ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-1
L212_04-197	pemp ti warn-ugent .	pemp ti warn-ugent.	# pɛm ti: war.'nyg.ɛnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_02.txt		cov-6
L212_05-002	Aprouiñ kinnig lizher-feurm burevioù nevez Roazhon .	Aprouiñ kinnig lizher-feurm burevioù nevez Roazhon.	# a.'pru.i 'ki.nik li.'zɛr.fœrm by.'rɛw.ju 'ne.ves 'rwɑ.zõn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-1
L212_05-007	int a lenne .	int a lenne.	# ind a 'lɛ.ne #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-3
L212_05-030	Bemdez em bez amzer da bellgomz dezhañ .	Bemdez em bez amzer da bellgomz dezhañ.	# 'bɛm.dɛz ɛm be:z 'ɑ̃m.zɛr dɑ 'bɛlg.õms 'de.zɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-3
L212_05-032	Ez-yaouank en doa desket ur bern kanaouennoù .	Ez-yaouank en doa desket ur bern kanaouennoù.	# e.'zjɔ.wɑ̃ŋg en dwa 'de.skɛd œr bɛrn kɑ̃.nɔ.'wɛ.nu #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-036	ne oa ket aet kuit div vunutenn a oa ma tegouezhas egile .	ne oa ket aet kuit div vunutenn a oa ma tegouezhas egile.	# ne wa ked ɛ:t kɥit diw vy.'ny.tɛn a wa ma te.'gwe.zaz eg.'i.le #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-3
L212_05-037	Pêr ar Bihan .	Pêr ar Bihan.	# pɛ:r ar 'bi.ɑ̃n #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-5
L212_05-046	den ebet .	den ebet.	# de:n 'e.bet #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-1
L212_05-048	honnezh he deus chañs 'vat.	honnezh he deus chañs 'vat.	# 'hõ.nɛs e døs vɑt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-6
L212_05-051	hon moger .	hon moger.	# õn 'mog.ɛr #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-056	Tri mil nav den ha pevar-ugent zo o chom er gêr-se .	Tri mil nav den ha pevar-ugent zo o chom er gêr-se.	# tri: mil naw de:n a pe.va.'ryg.ɛn zo o ʃɔm er 'gɛr.se #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-7
L212_05-057	Ar verb bezañ .	Ar verb bezañ.	# ar vɛrp 'be.zɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-066	Kentañ emvod a vo ganeomp , a vo dre videoprezegenn adarre . Lakaomp a-benn eizhtez , d'ar merc'her daouzek da zek eur hanter .	Kentañ emvod a vo ganeomp a vo dre videoprezegenn adarre. Lakaomp a-benn eizhtez, d'ar merc'her 12 da 10e30.	# 'kɛn.tɑ̃ 'em.vod a vo gɑ̃.'ne.õmp # a vo dre vi.dew.pre.'zeg.ɛn a.'da.re # 'la.kɔmb 'a.bɛn 'ɛj.stɛs # dar 'mɛrx.ɛr 'dɔw.zeg dɑ zeg œ:r 'hɑ̃n.tɛr #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-1
L212_05-068	Itron Varia Geloù Mat .	I.V. Geloù Mat.	# 'i.trõn va.'ri.a ge.'lɛ.lu mɑ:t #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-081	Hon lizher .	Hon lizher.	# õn 'li.zɛr #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-082	ma re eo .	ma re eo.	# ma re: ɛw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-6
L212_05-086	karet he deus .	karet he deus.	# 'kɑ.ret e døs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-5
L212_05-102	Ma c'hoarezed n'emaint ket o c'hoari .	Ma c'hoarezed n'emaint ket o c'hoari.	# ma xwa.'re.zɛd 'ne.majn ked o 'xwɑ.ri #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-107	Skoet en deus e droad en nor .	Skoet en deus e droad en nor.	# 'sko.ɛd en døz e drwad en no:r #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-116	ne ouzer ket .	ne ouzer ket.	# ne 'u.zɛr ket #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-119	d'ar mare-se , e oan bihan ha yac'h .	d'ar mare-se e oan bihan ha yac'h .	# dar 'ma.re.se # e wɑ̃:n 'bi.ɑ̃n a jax #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-3
L212_05-123	Deuet e oant hep ostilh ebet .	Deuet e oant hep ostilh ebet.	# dø:d e wɑ̃nt heb 'o.stiʎ 'e.bet #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-129	pell eo .	pell eo.	# pɛl ɛw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-1
L212_05-141	Ober a ran un dezenn war ar vezegiezh .	Ober a ran un dezenn war ar vezegiezh.	# 'o.bɛr a rɑ̃:n œn 'de.zɛn war ar ve.zeg.'i.ɛz #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-145	Prenet en deus ma zad ar gazetenn-se evidon .	Prenet en deus ma zad ar gazetenn-se evidon.	# 'pre.nɛd en døs ma zɑd ar ga.'ze.tɛn.se e.'vi.dõn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-4
L212_05-150	eizh ha tregont .	eizh ha tregont.	# ɛjs a 'treg.õnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-152	sellet ouzh al listenn da bellgargañ .	s.o. al listenn da bellgargañ.	# 'sɛ.lɛd uz al 'li.stɛn dɑ bɛlg.'arg.ɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-1
L212_05-156	e Roazhon emañ o chom .	e Roazhon emañ o chom.	# e 'rwɑ.zõn 'e.mɑ̃ o ʃɔm #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-7
L212_05-160	Graet eo bet ar wastell-mañ ganin !	Graet eo bet ar wastell-mañ ganin.	# grɛ:d ɛw bed ar 'wa.stɛl.mɑ̃ 'gɑ̃.nin #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-1
L212_05-165	hemañ eo a blij din an nebeutañ .	hemañ eo a blij din an nebeutañ.	# 'he.mɑ̃ ɛw a bliʒ din ɑ̃n ne.'bø.tɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-2
L212_05-168	Anezhi hec'h-unan eo deuet .	Anezhi hec'h-unan eo deuet.	# ɑ̃.'ne.zi eh.'y.nɑ̃n ɛw dø:t #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-3
L212_05-170	ar merc'hed bras .	ar merc'hed bras.	# ar 'mɛrx.ɛd brɑ:s #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-4
L212_05-171	em fenn .	em fenn.	# ɛm fɛn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-4
L212_05-184	teir zaol .	teir zaol.	# tɛjr zɔl #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-6
L212_05-192	Er gegin eo bet debret merenn .	Er gegin eo bet debret merenn.	# er 'geg.in ɛw bet 'de.brɛd 'me.rɛn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-7
L212_05-194	karout a ran ma bro .	karout a ran ma bro.	# 'kɑ.rud a rɑ̃:n ma bro: #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-7
L212_05-200	Ar c'hentañ skoliad eus e glas eo Goulven .	Ar c'hentañ skoliad eus e glas eo Goulven.	# ar 'xɛn.tɑ̃ 'sko.ljad øz e glɑ:z ɛw 'gul.vɛn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_03.txt		cov-4
L212_06-001	Ken ker all eo !	Ken ker all eo.	# ken ke:r al ɛw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-3
L212_06-003	Rouantelezh-Unanet Breizh-Veur , ha Norzhiwerzhon .	Rouantelezh-Unanet Breizh-Veur ha Norzhiwerzhon.	# ru.ɑ̃n.te.le.zy.'nɑ̃.nɛt 'brɛjz.vør # a nɔr.zi.'wɛr.zõn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-5
L212_06-005	Bet eo o kerc'hat he sac'h .	Bet eo o kerc'hat he sac'h.	# bed ɛw o 'kɛrx.at e sax #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-4
L212_06-006	da hini eo .	da hini eo.	# dɑ 'hi.ni ɛw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-7
L212_06-009	C'hwezh ar rost .	C'hwezh ar rost.	# xwez ar rɔst #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-012	Homañ vras .	Homañ vras.	# 'hõ.mɑ̃ vrɑs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-2
L212_06-013	Se eo an nec'husañ-holl .	Se eo an nec'husañ-holl.	# se ɛw ɑ̃n neh.y.'sɑ̃.ɔl #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-7
L212_06-017	kizellerien koad .	kizellerien koad.	# ki.sɛ.'ler.jɛn kwat #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-023	lamet ez eus bet diganeomp un dregantad arc'hant , evit ar c'hefridioù all .	lamet ez eus bet diganeomp un dregantad arc'hant evit ar c'hefridioù all.	# 'lɑ̃.mɛd ez øs bet dig.ɑ̃.'ne.õmb œn dreg.'ɑ̃n.tad 'arx.ɑ̃nt # 'e.vid ar xe.fri.'di.u al #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-024	kae .	kae.	# kɛ: #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-2
L212_06-049	Skuizh-abominapl .	Skuizh-abominapl.	# skɥi.za.bõ.'mi.napl #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-2
L212_06-051	Digeriñ a ran , ne zigoran ket ( ne zigor ket ) , ha digeriñ a rit .	Digeriñ a ran, ne zigoran ket (ne zigor ket), ha digeriñ a rit.	# dig.'e.ri a rɑ̃:n # ne sig.'o.rɑ̃n ket # ne 'sig.ɔr ket # # a dig.'e.ri a rit #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-6
L212_06-059	prenet em eus ur gourvezvank nevez .	prenet em eus ur gourvezvank nevez.	# 'pre.nɛd ɛm øz œr gur.'ves.vɑ̃ŋg 'ne.ves #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-062	Ti al louarn .	Ti al louarn.	# ti: al 'lu.arn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-077	ma fenn .	ma fenn.	# ma fɛn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-2
L212_06-080	Gwell eo ganin mont kuit raktal .	Gwell eo ganin mont kuit raktal.	# gwɛl ɛw 'gɑ̃.nin mõn kɥit 'rak.tɑl #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-2
L212_06-082	ne ouie ket petra a c'hoarveze ganti .	ne ouie ket petra a c'hoarveze ganti.	# ne 'wi.e ket 'pe.tra a xwar.'ve.ze 'gɑ̃n.ti #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-084	Emaon o vont da welet !	Emaon o vont da welet.	# e.'ma.õn o võn dɑ 'we.lɛt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-3
L212_06-090	Un unanvedenn warn-ugent .	Un unanvedenn warn-ugent.	# œn y.nɑ̃n.'ve.dɛn war.'nyg.ɛnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-2
L212_06-099	Ne gredan ket e vefe gouest da zougen ur samm ken pounner .	Ne gredan ket e vefe gouest da zougen ur samm ken pounner.	# ne 'gre.dɑ̃n ked e 've.fe gwest dɑ 'zug.ɛn œr sɑ̃m ken 'pu.nɛr #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-5
L212_06-103	Graet en doa al labour e-unan .	Graet en doa al labour e-unan.	# grɛ:d en dwa al 'lɑ.bur e.'y.nɑ̃n #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-105	Ar paotr bras .	Ar paotr bras.	# ar pɔt brɑ:s #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-112	Un den hardiz on .	Un den hardiz on.	# œn de:n 'har.diz õn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-4
L212_06-123	Aes-tre eo an ti nevez .	Aes-tre eo an ti nevez.	# 'ɛ.stre ɛw ɑ̃n ti: 'ne.ves #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-131	Graet eo ar wastell gant bleud ha vioù .	Graet eo ar wastell gant bleud ha vioù.	# grɛ:d ɛw ar 'wa.stɛl gɑ̃n bløt a 'vi.u #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-154	Kador ebet .	Kador ebet.	# 'kɑ.dɔr 'e.bet #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-6
L212_06-160	An hanterkantved .	An hanterkantved.	# ɑ̃n hɑ̃n.tɛr.'kɑ̃nt.vet #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-4
L212_06-162	gwelet ar rubrikenn yec'hed-sokial .	gwelet ar rubrikenn yec’hed-sokial.	# 'gwe.lɛd ar ry.'bri.kɛn jeh.ed.so.'ki.al #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-3
L212_06-165	Stank eo an toulloù dre amañ .	Stank eo an toulloù dre amañ.	# stɑ̃ŋg ɛw ɑ̃n 'tu.lu dre 'ɑ̃.mɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-4
L212_06-167	debret eo lein .	debret eo lein.	# 'de.brɛd ɛw lɛjn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-3
L212_06-172	Un den a vor .	Un den a vor.	# œn de:n a vɔr #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_06-176	Pep hini zo gwisket brav henozh .	Pep hini zo gwisket brav henozh.	# pep 'hi.ni zo 'gwi.skɛt braw 'he.nos #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-6
L212_06-179	Ar gouvidi o deus bet pep hini , e dasad kafe .	Ar gouvidi o deus bet pep hini e dasad kafe.	# ar gu.'vi.di o døs bet pep 'hi.ni # e 'da.sat 'ka.fe #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-2
L212_06-181	Dec'h e oa skuizh an tad-kozh .	Dec'h e oa skuizh an tad-kozh.	# deh e wa skɥi:z ɑ̃n 'tat.kos #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-2
L212_06-186	Ma mamm he deus ma sikouret e-leizh .	Ma mamm he deus ma sikouret e-leizh.	# ma mɑ̃m e døs ma si.'ku.rɛd 'e.lɛjs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_04.txt		cov-1
L212_07-008	ma mamm am zennas eus ar gwall bleg-se .	ma mamm am zennas eus ar gwall bleg-se.	# ma mɑ̃m ɑ̃m 'zɛ.naz øz ar gwal 'bleg.se #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-012	yenaat a ra an aergelc'h .	yenaat a ra an aergelc'h.	# 'je.nɑd a ra ɑ̃n 'ɛrg.ɛlx #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-015	Un dek soudard bennak a oa o tennañ .	Un dek soudard bennak a oa o tennañ.	# œn dek 'su.dart 'bɛ.nag a wa o 'tɛ.nɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-019	Skoet en deus gantañ .	Skoet en deus gantañ.	# 'sko.ɛd en døs 'gɑ̃n.tɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-7
